word,tag
by,ADP
a,DET
continued,VERB
trend,NOUN
toward,ADP
better,ADJ
facilities,NOUN
and,CONJ
techniques,NOUN
for,ADP
fire,NOUN
control,NOUN
and,CONJ
more,ADJ
resources,NOUN
to,PRT
cope,VERB
with,ADP
critical,ADJ
fire,NOUN
periods,NOUN
!,ADJ
and,CONJ
a,DET
more,ADV
intensive,ADJ
application,NOUN
of,ADP
a,DET
program,NOUN
of,ADP
prevention,NOUN
!,ADJ
detection,NOUN
!,ADJ
and,CONJ
control,NOUN
of,ADP
insect,NOUN
and,CONJ
disease,NOUN
infestations,NOUN
!,ADJ
in,ADP
addition,NOUN
to,ADP
direct,ADJ
protection,NOUN
measures,NOUN
!,ADJ
more,ADV
intensive,ADJ
management,NOUN
of,ADP
timber,NOUN
resources,NOUN
will,VERB
assist,VERB
in,ADP
reduction,NOUN
of,ADP
losses,NOUN
from,ADP
insects,NOUN
and,CONJ
disease,NOUN
!,ADJ
protection,NOUN
from,ADP
insects,NOUN
and,CONJ
disease,NOUN
in,ADP
the,DET
10-year,ADJ
period,NOUN
!,ADJ
it,PRON
is,VERB
proposed,VERB
that,ADP
insect,NOUN
and,CONJ
disease,NOUN
control,NOUN
on,ADP
the,DET
national,ADJ
forest,NOUN
system,NOUN
be,VERB
stepped,VERB
up,PRT
to,ADP
a,DET
level,NOUN
of,ADP
prevention,NOUN
!,ADJ
detection,NOUN
!,ADJ
and,CONJ
control,NOUN
of,ADP
insect,NOUN
and,CONJ
disease,NOUN
infestations,NOUN
that,PRON
will,VERB
substantially,ADV
reduce,VERB
the,DET
occurrence,NOUN
of,ADP
large,ADJ
infestations,NOUN
toward,ADP
the,DET
end,NOUN
of,ADP
the,DET
initial,ADJ
period,NOUN
!,ADJ
this,DET
will,VERB
require,VERB
about,ADV
a,DET
40,NUM
percent,NOUN
increase,NOUN
over,ADP
the,DET
present,ADJ
level,NOUN
of,ADP
protection,NOUN
!,ADJ
the,DET
work,NOUN
will,VERB
consist,VERB
of,ADP
!,ADJ
1,NUM
!,ADJ
intensification,NOUN
of,ADP
present,ADJ
activities,NOUN
through,ADP
!,ADJ
a,NOUN
!,ADJ
quicker,ADJ
!,ADJ
more,ADV
extensive,ADJ
!,ADJ
and,CONJ
more,ADV
thorough,ADJ
surveys,NOUN
to,PRT
detect,VERB
incipient,ADJ
outbreaks,NOUN
!,ADJ
!,ADJ
!,ADJ
b,NOUN
!,ADJ
more,ADV
reliable,ADJ
evaluation,NOUN
of,ADP
the,DET
potential,NOUN
of,ADP
initial,ADJ
outbreaks,NOUN
to,PRT
cause,VERB
widespread,ADJ
damage,NOUN
!,ADJ
!,ADJ
!,ADJ
c,NOUN
!,ADJ
quicker,ADJ
and,CONJ
more,ADV
effective,ADJ
control,NOUN
action,NOUN
in,ADP
the,DET
initial,ADJ
stages,NOUN
to,PRT
prevent,VERB
a,DET
large-scale,NOUN
epidemic,NOUN
!,ADJ
the,DET
initial,ADJ
suppression,NOUN
activities,NOUN
would,VERB
cover,VERB
about,ADV
twice,ADV
the,DET
acreage,NOUN
currently,ADV
being,VERB
treated,VERB
!,ADJ
2,NUM
!,ADJ
continuation,NOUN
of,ADP
present,ADJ
blister,NOUN
rust,NOUN
control,NOUN
work,NOUN
plus,ADP
extension,NOUN
of,ADP
control,NOUN
to,ADP
"250,000",NUM
acres,NOUN
not,ADV
now,ADV
protected,VERB
but,CONJ
which,DET
should,VERB
be,VERB
managed,VERB
for,ADP
white,ADJ
pine,NOUN
production,NOUN
!,ADJ
the,DET
objective,NOUN
is,VERB
to,PRT
achieve,VERB
sufficient,ADJ
effectiveness,NOUN
of,ADP
control,NOUN
on,ADP
all,PRT
of,ADP
the,DET
area,NOUN
now,ADV
under,ADP
treatment,NOUN
plus,ADP
the,DET
additional,ADJ
acres,NOUN
so,ADP
that,ADP
after,ADP
the,DET
initial,ADJ
period,NOUN
only,ADJ
maintenance,NOUN
control,NOUN
will,VERB
be,VERB
needed,VERB
!,ADJ
3,NUM
!,ADJ
initiating,VERB
a,DET
program,NOUN
to,PRT
control,VERB
dwarf,NOUN
mistletoe,NOUN
on,ADP
several,ADJ
hundred,NUM
thousand,NUM
acres,NOUN
of,ADP
selected,VERB
better,ADJ
stands,NOUN
of,ADP
young,ADJ
softwood,NOUN
sawtimber,NOUN
on,ADP
better,ADJ
growing,VERB
sites,NOUN
!,ADJ
4,NUM
!,ADJ
coordination,NOUN
of,ADP
pest,NOUN
control,NOUN
objectives,NOUN
with,ADP
timber,NOUN
management,NOUN
activities,NOUN
to,PRT
reduce,VERB
losses,NOUN
!,ADJ
protection,NOUN
from,ADP
fire,NOUN
it,PRON
is,VERB
proposed,VERB
that,ADP
in,ADP
10,NUM
years,NOUN
all,PRT
commercial,ADJ
timberlands,NOUN
!,ADJ
all,PRT
critical,ADJ
watersheds,NOUN
!,ADJ
and,CONJ
other,ADJ
lands,NOUN
in,ADP
the,DET
national,ADJ
forest,NOUN
system,NOUN
developed,VERB
or,CONJ
proposed,VERB
for,ADP
intensive,ADJ
use,NOUN
will,VERB
be,VERB
given,VERB
protection,NOUN
from,ADP
fire,NOUN
adequate,ADJ
to,PRT
meet,VERB
the,DET
fire,NOUN
situation,NOUN
in,ADP
the,DET
worst,ADJ
years,NOUN
and,CONJ
under,ADP
serious,ADJ
peak,NOUN
loads,NOUN
!,ADJ
this,DET
will,VERB
include,VERB
125,NUM
million,NUM
acres,NOUN
compared,VERB
with,ADP
23,NUM
million,NUM
acres,NOUN
now,ADV
receiving,VERB
such,ADJ
protection,NOUN
!,ADJ
an,DET
additional,ADJ
15,NUM
million,NUM
acres,NOUN
will,VERB
be,VERB
given,VERB
a,DET
lesser,ADJ
degree,NOUN
of,ADP
protection,NOUN
but,CONJ
adequate,ADJ
to,PRT
meet,VERB
the,DET
average,ADJ
fire,NOUN
situation,NOUN
!,ADJ
meeting,VERB
these,DET
levels,NOUN
of,ADP
protection,NOUN
from,ADP
fire,NOUN
calls,VERB
for,ADP
!,ADJ
1,NUM
!,ADJ
expansion,NOUN
!,ADJ
modernization,NOUN
!,ADJ
and,CONJ
development,NOUN
of,ADP
fire,NOUN
control,NOUN
to,ADP
a,DET
proficiency,NOUN
and,CONJ
strength,NOUN
of,ADP
force,NOUN
which,DET
will,VERB
prevent,VERB
as,ADV
many,ADJ
fires,NOUN
as,ADP
possible,ADJ
and,CONJ
suppress,VERB
fires,NOUN
before,ADP
they,PRON
spread,VERB
beyond,ADP
permitted,VERB
standards,NOUN
!,ADJ
this,DET
is,VERB
to,PRT
be,VERB
accomplished,VERB
by,ADP
nearly,ADV
doubling,VERB
the,DET
present,ADJ
level,NOUN
of,ADP
preventive,ADJ
effort,NOUN
!,ADJ
detection,NOUN
!,ADJ
skilled,ADJ
fire-fighting,ADJ
crews,NOUN
!,ADJ
and,CONJ
equipment,NOUN
use,NOUN
!,ADJ
this,DET
will,VERB
include,VERB
a,DET
stepped-up,ADJ
program,NOUN
of,ADP
training,VERB
and,CONJ
development,NOUN
of,ADP
personnel,NOUN
!,ADJ
2,NUM
!,ADJ
adoption,NOUN
and,CONJ
use,NOUN
of,ADP
new,ADJ
and,CONJ
modern,ADJ
techniques,NOUN
being,VERB
developed,VERB
for,ADP
prevention,NOUN
!,ADJ
for,ADP
suppression,NOUN
of,ADP
fires,NOUN
while,ADP
small,ADJ
!,ADJ
and,CONJ
for,ADP
stopping,VERB
large,ADJ
fires,NOUN
while,ADP
running,VERB
and,CONJ
burning,VERB
intensely,ADV
!,ADJ
3,NUM
!,ADJ
reduction,NOUN
of,ADP
hazardous,ADJ
fuel,NOUN
conditions,NOUN
to,PRT
minimize,VERB
the,DET
chances,NOUN
of,ADP
large,ADJ
fires,NOUN
developing,VERB
and,CONJ
spreading,VERB
to,ADP
high-value,NOUN
areas,NOUN
!,ADJ
this,DET
work,NOUN
will,VERB
cover,VERB
the,DET
most,ADV
serious,ADJ
one-fourth,NOUN
of,ADP
all,PRT
land,NOUN
needing,VERB
such,ADJ
treatment,NOUN
!,ADJ
and,CONJ
will,VERB
consist,VERB
of,ADP
burning,VERB
"250,000",NUM
acres,NOUN
of,ADP
highly,ADV
hazardous,ADJ
debris,NOUN
concentration,NOUN
!,ADJ
felling,VERB
snags,NOUN
on,ADP
"350,000",NUM
acres,NOUN
of,ADP
high,ADJ
lightning-occurrence,NOUN
areas,NOUN
!,ADJ
prescribed,VERB
burning,VERB
on,ADP
3.5,NUM
million,NUM
acres,NOUN
!,ADJ
removing,VERB
roadside,NOUN
fuel,NOUN
on,ADP
"39,000",NUM
acres,NOUN
!,ADJ
and,CONJ
clearing,VERB
and,CONJ
maintaining,VERB
"11,000",NUM
miles,NOUN
of,ADP
firebreaks,NOUN
!,ADJ
protection,NOUN
from,ADP
other,ADJ
damage,NOUN
rodent,NOUN
control,NOUN
work,NOUN
for,ADP
the,DET
10-year,ADJ
period,NOUN
will,VERB
be,VERB
aimed,VERB
at,ADP
control,NOUN
of,ADP
the,DET
most,ADV
serious,ADJ
infestations,NOUN
of,ADP
harmful,ADJ
rodents,NOUN
!,ADJ
such,ADJ
as,ADP
porcupines,NOUN
and,CONJ
mice,NOUN
!,ADJ
on,ADP
high-value,NOUN
areas,NOUN
of,ADP
forage,NOUN
and,CONJ
commercial,ADJ
timberlands,NOUN
!,ADJ
these,DET
areas,NOUN
comprise,VERB
about,ADV
half,PRT
of,ADP
the,DET
total,ADJ
area,NOUN
of,ADP
rodent,NOUN
infestation,NOUN
on,ADP
the,DET
national,ADJ
forests,NOUN
!,ADJ
approximately,ADV
1.8,NUM
million,NUM
acres,NOUN
of,ADP
rangelands,NOUN
and,CONJ
9.4,NUM
million,NUM
acres,NOUN
of,ADP
timberlands,NOUN
would,VERB
be,VERB
treated,VERB
in,ADP
this,DET
period,NOUN
!,ADJ
control,NOUN
would,VERB
be,VERB
limited,VERB
to,ADP
those,DET
rodents,NOUN
for,ADP
which,DET
economical,ADJ
means,NOUN
of,ADP
control,NOUN
are,VERB
known,VERB
!,ADJ
roads,NOUN
and,CONJ
trails,NOUN
the,DET
transportation,NOUN
system,NOUN
which,DET
serves,VERB
the,DET
national,ADJ
forests,NOUN
is,VERB
a,DET
complex,NOUN
of,ADP
highways,NOUN
and,CONJ
access,NOUN
roads,NOUN
and,CONJ
trails,NOUN
under,ADP
various,ADJ
ownerships,NOUN
and,CONJ
jurisdictions,NOUN
!,ADJ
this,DET
system,NOUN
is,VERB
divided,VERB
into,ADP
a,DET
forest,NOUN
highway,NOUN
system,NOUN
!,ADJ
administered,VERB
by,ADP
the,DET
secretary,NOUN
of,ADP
commerce,NOUN
!,ADJ
and,CONJ
a,DET
forest,NOUN
development,NOUN
road,NOUN
and,CONJ
trail,NOUN
system,NOUN
!,ADJ
administered,VERB
by,ADP
the,DET
secretary,NOUN
of,ADP
agriculture,NOUN
!,ADJ
both,DET
of,ADP
these,DET
systems,NOUN
are,VERB
essential,ADJ
for,ADP
the,DET
production,NOUN
!,ADJ
development,NOUN
!,ADJ
and,CONJ
use,NOUN
of,ADP
the,DET
national,ADJ
forests,NOUN
!,ADJ
in,ADP
the,DET
forest,NOUN
highway,NOUN
system,NOUN
!,ADJ
there,PRT
are,VERB
now,ADV
"24,400",NUM
miles,NOUN
of,ADP
public,ADJ
roads,NOUN
!,ADJ
these,DET
are,VERB
mostly,ADV
through,ADP
highways,NOUN
that,PRON
carry,VERB
traffic,NOUN
going,VERB
from,ADP
one,NUM
destination,NOUN
to,ADP
another,DET
!,ADJ
because,ADP
administration,NOUN
of,ADP
the,DET
forest,NOUN
highway,NOUN
system,NOUN
is,VERB
a,DET
responsibility,NOUN
of,ADP
the,DET
secretary,NOUN
of,ADP
commerce,NOUN
with,ADP
maintenance,NOUN
provided,VERB
by,ADP
the,DET
states,NOUN
and,CONJ
counties,NOUN
!,ADJ
this,DET
development,NOUN
program,NOUN
for,ADP
the,DET
national,ADJ
forests,NOUN
does,VERB
not,ADV
include,VERB
estimates,NOUN
of,ADP
the,DET
funds,NOUN
needed,VERB
to,PRT
maintain,VERB
the,DET
forest,NOUN
highway,NOUN
system,NOUN
nor,CONJ
to,PRT
construct,VERB
the,DET
additions,NOUN
to,ADP
it,PRON
that,PRON
are,VERB
needed,VERB
!,ADJ
it,PRON
is,VERB
estimated,VERB
that,ADP
about,ADV
"70,000",NUM
miles,NOUN
of,ADP
forest,NOUN
highways,NOUN
will,VERB
eventually,ADV
be,VERB
needed,VERB
to,PRT
fully,ADV
serve,VERB
the,DET
national,ADJ
forests,NOUN
!,ADJ
in,ADP
the,DET
forest,NOUN
development,NOUN
road,NOUN
and,CONJ
trail,NOUN
system,NOUN
!,ADJ
there,PRT
are,VERB
now,ADV
"162,400",NUM
miles,NOUN
of,ADP
roads,NOUN
and,CONJ
"106,500",NUM
miles,NOUN
of,ADP
supplemental,ADJ
foot,NOUN
and,CONJ
horse,NOUN
trails,NOUN
!,ADJ
these,DET
roads,NOUN
are,VERB
largely,ADV
of,ADP
less,ADJ
than,ADP
highway,NOUN
standards,NOUN
!,ADJ
and,CONJ
usually,ADV
carry,VERB
traffic,NOUN
which,DET
is,VERB
related,VERB
to,ADP
use,NOUN
of,ADP
the,DET
national,ADJ
forests,NOUN
!,ADJ
construction,NOUN
and,CONJ
maintenance,NOUN
of,ADP
this,DET
system,NOUN
is,VERB
a,DET
responsibility,NOUN
of,ADP
the,DET
secretary,NOUN
of,ADP
agriculture,NOUN
!,ADJ
it,PRON
is,VERB
estimated,VERB
that,ADP
about,ADV
"542,250",NUM
miles,NOUN
of,ADP
forest,NOUN
development,NOUN
roads,NOUN
!,ADJ
and,CONJ
"80,000",NUM
miles,NOUN
of,ADP
trails,NOUN
!,ADJ
constitute,VERB
the,DET
system,NOUN
that,PRON
will,VERB
eventually,ADV
be,VERB
needed,VERB
to,PRT
obtain,VERB
the,DET
maximum,ADJ
practicable,ADJ
yield,NOUN
and,CONJ
use,NOUN
of,ADP
the,DET
wood,NOUN
!,ADJ
water,NOUN
!,ADJ
forage,NOUN
!,ADJ
and,CONJ
wildlife,NOUN
and,CONJ
recreation,NOUN
resources,NOUN
of,ADP
the,DET
national,ADJ
forests,NOUN
on,ADP
a,DET
continuing,VERB
basis,NOUN
!,ADJ
the,DET
ultimate,ADJ
trail,NOUN
system,NOUN
will,VERB
be,VERB
of,ADP
value,NOUN
primarily,ADV
for,ADP
recreation,NOUN
and,CONJ
wildlife,NOUN
utilization,NOUN
and,CONJ
fire,NOUN
protection,NOUN
!,ADJ
it,PRON
will,VERB
be,VERB
carefully,ADV
planned,VERB
to,PRT
maintain,VERB
optimum,ADJ
service,NOUN
to,ADP
these,DET
important,ADJ
resources,NOUN
and,CONJ
watersheds,NOUN
!,ADJ
the,DET
presence,NOUN
or,CONJ
lack,NOUN
of,ADP
access,NOUN
by,ADP
road,NOUN
or,CONJ
trail,NOUN
has,VERB
a,DET
direct,ADJ
and,CONJ
controlling,VERB
influence,NOUN
on,ADP
all,PRT
phases,NOUN
of,ADP
forest,NOUN
management,NOUN
and,CONJ
utilization,NOUN
such,ADJ
as,ADP
!,ADJ
!,ADJ
a,NOUN
!,ADJ
the,DET
protection,NOUN
of,ADP
forage,NOUN
!,ADJ
timber,NOUN
!,ADJ
and,CONJ
wildlife,NOUN
resources,NOUN
from,ADP
fire,NOUN
!,ADJ
insects,NOUN
!,ADJ
and,CONJ
disease,NOUN
!,ADJ
!,ADJ
!,ADJ
b,NOUN
!,ADJ
the,DET
balanced,VERB
use,NOUN
of,ADP
recreation,NOUN
!,ADJ
hunting,VERB
!,ADJ
and,CONJ
fishing,VERB
areas,NOUN
!,ADJ
!,ADJ
!,ADJ
c,NOUN
!,ADJ
the,DET
volume,NOUN
of,ADP
timber,NOUN
that,PRON
can,VERB
be,VERB
marketed,VERB
!,ADJ
especially,ADV
for,ADP
small,ADJ
sales,NOUN
and,CONJ
the,DET
support,NOUN
of,ADP
dependent,ADJ
communities,NOUN
and,CONJ
small,ADJ
business,NOUN
enterprises,NOUN
!,ADJ
!,ADJ
!,ADJ
d,NOUN
!,ADJ
the,DET
level,NOUN
of,ADP
salvage,NOUN
cutting,NOUN
in,ADP
dead,ADJ
and,CONJ
dying,VERB
timber,NOUN
stands,NOUN
and,CONJ
the,DET
opportunity,NOUN
to,PRT
promptly,ADV
salvage,VERB
losses,NOUN
resulting,VERB
from,ADP
fire,NOUN
!,ADJ
windstorm,NOUN
!,ADJ
insects,NOUN
!,ADJ
and,CONJ
disease,NOUN
!,ADJ
!,ADJ
!,ADJ
e,NOUN
!,ADJ
the,DET
protection,NOUN
of,ADP
watershed,NOUN
lands,NOUN
from,ADP
erosion,NOUN
and,CONJ
overgrazing,VERB
by,ADP
animals,NOUN
!,ADJ
the,DET
existence,NOUN
of,ADP
road,NOUN
systems,NOUN
permits,VERB
an,DET
intensity,NOUN
of,ADP
management,NOUN
and,CONJ
use,NOUN
for,ADP
all,PRT
national,ADJ
forest,NOUN
purposes,NOUN
that,PRON
is,VERB
not,ADV
otherwise,ADV
possible,ADJ
!,ADJ
furthermore,ADV
!,ADJ
roads,NOUN
that,PRON
give,VERB
access,NOUN
to,ADP
national,ADJ
forest,NOUN
timber,NOUN
are,VERB
investments,NOUN
which,DET
pay,VERB
their,DET
own,ADJ
way,NOUN
over,ADP
a,DET
period,NOUN
of,ADP
years,NOUN
!,ADJ
use,NOUN
of,ADP
these,DET
roads,NOUN
by,ADP
the,DET
public,NOUN
results,VERB
in,ADP
substantial,ADJ
benefits,NOUN
to,ADP
the,DET
localities,NOUN
the,DET
roads,NOUN
serve,VERB
!,ADJ
the,DET
long-range,NOUN
objective,NOUN
of,ADP
this,DET
department,NOUN
is,VERB
to,PRT
provide,VERB
and,CONJ
maintain,VERB
a,DET
system,NOUN
of,ADP
forest,NOUN
development,NOUN
roads,NOUN
and,CONJ
trails,NOUN
which,DET
will,VERB
adequately,ADV
service,VERB
the,DET
national,ADJ
forest,NOUN
system,NOUN
at,ADP
the,DET
levels,NOUN
needed,VERB
to,PRT
meet,VERB
expected,VERB
needs,NOUN
and,CONJ
optimum,ADJ
production,NOUN
of,ADP
products,NOUN
and,CONJ
services,NOUN
!,ADJ
for,ADP
the,DET
year,NOUN
2000,NUM
this,DET
means,VERB
servicing,VERB
!,ADJ
a,NOUN
!,ADJ
the,DET
protection,NOUN
requirements,NOUN
of,ADP
a,DET
watershed,NOUN
producing,VERB
at,ADP
least,ADJ
200,NUM
million,NUM
acre-feet,NOUN
of,ADP
water,NOUN
each,DET
year,NOUN
!,ADJ
!,ADJ
b,NOUN
!,ADJ
recreation,NOUN
and,CONJ
wildlife,NOUN
resources,NOUN
used,VERB
each,DET
year,NOUN
by,ADP
635,NUM
million,NUM
visitors,NOUN
!,ADJ
!,ADJ
c,NOUN
!,ADJ
a,DET
timber,NOUN
resource,NOUN
supporting,VERB
an,DET
annual,ADJ
cut,NOUN
of,ADP
21,NUM
billion,NUM
board,NOUN
feet,NOUN
!,ADJ
and,CONJ
!,ADJ
d,NOUN
!,ADJ
60,NUM
million,NUM
acres,NOUN
of,ADP
rangelands,NOUN
!,ADJ
service,NOUN
at,ADP
these,DET
levels,NOUN
of,ADP
production,NOUN
and,CONJ
utilization,NOUN
will,VERB
eventually,ADV
require,VERB
the,DET
construction,NOUN
of,ADP
about,ADV
"379,900",NUM
miles,NOUN
of,ADP
new,ADJ
roads,NOUN
and,CONJ
"6,000",NUM
miles,NOUN
of,ADP
new,ADJ
trails,NOUN
!,ADJ
along,ADV
with,ADP
the,DET
reconstruction,NOUN
to,ADP
higher,ADJ
standards,NOUN
of,ADP
about,ADV
"105,000",NUM
miles,NOUN
of,ADP
roads,NOUN
and,CONJ
"10,500",NUM
miles,NOUN
of,ADP
trails,NOUN
!,ADJ
about,ADV
"26,500",NUM
miles,NOUN
of,ADP
existing,VERB
trails,NOUN
will,VERB
be,VERB
replaced,VERB
in,ADP
service,NOUN
by,ADP
the,DET
construction,NOUN
of,ADP
new,ADJ
roads,NOUN
!,ADJ
about,ADV
80,NUM
percent,NOUN
of,ADP
these,DET
long-range,NOUN
requirements,NOUN
should,VERB
be,VERB
met,VERB
by,ADP
the,DET
year,NOUN
2000,NUM
!,ADJ
program,NOUN
proposals,NOUN
for,ADP
forest,NOUN
development,NOUN
roads,NOUN
and,CONJ
trails,NOUN
for,ADP
the,DET
10-year,ADJ
period,NOUN
1963-1972,NUM
are,VERB
as,ADP
follows,VERB
!,ADJ
1,NUM
!,ADJ
complete,VERB
the,DET
construction,NOUN
and,CONJ
reconstruction,NOUN
of,ADP
about,ADV
"79,400",NUM
miles,NOUN
of,ADP
multiple-purpose,NOUN
roads,NOUN
and,CONJ
"8,000",NUM
miles,NOUN
of,ADP
trails,NOUN
!,ADJ
this,DET
constitutes,VERB
about,ADV
17,NUM
percent,NOUN
of,ADP
the,DET
long-range,NOUN
requirements,NOUN
for,ADP
these,DET
facilities,NOUN
!,ADJ
approximately,ADV
40,NUM
percent,NOUN
of,ADP
the,DET
value,NOUN
of,ADP
the,DET
work,NOUN
on,ADP
roads,NOUN
for,ADP
access,NOUN
to,ADP
timber,NOUN
which,DET
are,VERB
planned,VERB
for,ADP
this,DET
period,NOUN
will,VERB
be,VERB
constructed,VERB
by,ADP
purchasers,NOUN
of,ADP
national,ADJ
forest,NOUN
timber,NOUN
!,ADJ
but,CONJ
paid,VERB
for,ADP
by,ADP
the,DET
government,NOUN
through,ADP
adjustment,NOUN
of,ADP
stumpage,NOUN
prices,NOUN
!,ADJ
2,NUM
!,ADJ
provide,VERB
maintenance,NOUN
to,ADP
full,ADJ
standards,NOUN
on,ADP
the,DET
"268,900",NUM
miles,NOUN
of,ADP
existing,VERB
access,NOUN
roads,NOUN
and,CONJ
trails,NOUN
and,CONJ
on,ADP
the,DET
new,ADJ
roads,NOUN
and,CONJ
trails,NOUN
constructed,VERB
during,ADP
the,DET
period,NOUN
!,ADJ
land,NOUN
adjustment,NOUN
!,ADJ
land,NOUN
purchase,NOUN
!,ADJ
land,NOUN
use,NOUN
within,ADP
the,DET
units,NOUN
in,ADP
the,DET
national,ADJ
forest,NOUN
system,NOUN
the,DET
pattern,NOUN
of,ADP
land,NOUN
ownership,NOUN
is,VERB
quite,ADV
irregular,ADJ
!,ADJ
in,ADP
some,DET
units,NOUN
!,ADJ
national,ADJ
forest,NOUN
ownership,NOUN
is,VERB
well,ADV
blocked,VERB
together,ADV
!,ADJ
in,ADP
many,ADJ
others,NOUN
!,ADJ
the,DET
previous,ADJ
patenting,NOUN
of,ADP
land,NOUN
under,ADP
the,DET
public,ADJ
land,NOUN
laws,NOUN
!,ADJ
or,CONJ
the,DET
way,NOUN
in,ADP
which,DET
land,NOUN
was,VERB
available,ADJ
for,ADP
purchase,NOUN
!,ADJ
resulted,VERB
in,ADP
a,DET
scattered,VERB
pattern,NOUN
of,ADP
ownership,NOUN
!,ADJ
within,ADP
exterior,ADJ
boundaries,NOUN
of,ADP
national,ADJ
forests,NOUN
and,CONJ
national,ADJ
grasslands,NOUN
!,ADJ
there,PRT
are,VERB
about,ADV
"40,000,000",NUM
acres,NOUN
in,ADP
non-federal,ADJ
ownership,NOUN
!,ADJ
one,NUM
consequence,NOUN
is,VERB
the,DET
occurrence,NOUN
of,ADP
occasional,ADJ
conflicts,NOUN
because,ADP
private,ADJ
owners,NOUN
of,ADP
some,DET
inholdings,NOUN
object,VERB
to,ADP
public,ADJ
programs,NOUN
of,ADP
use,NOUN
on,ADP
neighboring,VERB
national,ADJ
forest,NOUN
or,CONJ
other,ADJ
federal,ADJ
land,NOUN
!,ADJ
or,CONJ
because,ADP
such,ADJ
ownerships,NOUN
are,VERB
developed,VERB
for,ADP
uses,NOUN
that,PRON
are,VERB
not,ADV
compatible,ADJ
with,ADP
use,NOUN
for,ADP
the,DET
public,NOUN
of,ADP
neighboring,VERB
national,ADJ
forest,NOUN
land,NOUN
!,ADJ
some,DET
privately,ADV
held,VERB
inholdings,NOUN
are,VERB
a,DET
source,NOUN
of,ADP
direct,ADJ
damage,NOUN
to,ADP
these,DET
federal,ADJ
lands,NOUN
!,ADJ
and,CONJ
some,DET
!,ADJ
which,DET
are,VERB
suitable,ADJ
for,ADP
tree,NOUN
growing,VERB
and,CONJ
for,ADP
other,ADJ
national,ADJ
forest,NOUN
purposes,NOUN
!,ADJ
are,VERB
unmanaged,ADJ
or,CONJ
in,ADP
need,NOUN
of,ADP
expensive,ADJ
rehabilitation,NOUN
!,ADJ
and,CONJ
are,VERB
contributing,VERB
nothing,NOUN
to,ADP
the,DET
economy,NOUN
!,ADJ
!,ADJ
there,PRT
are,VERB
no,DET
reasonable,ADJ
prospects,NOUN
that,ADP
these,DET
conditions,NOUN
will,VERB
be,VERB
corrected,VERB
or,CONJ
changed,VERB
!,ADJ
lands,NOUN
in,ADP
this,DET
last,ADJ
category,NOUN
are,VERB
situated,VERB
largely,ADV
in,ADP
the,DET
mountainous,ADJ
portions,NOUN
of,ADP
the,DET
eastern,ADJ
states,NOUN
!,ADJ
the,DET
long-range,NOUN
objective,NOUN
is,VERB
to,PRT
bring,VERB
about,PRT
consolidation,NOUN
of,ADP
ownership,NOUN
through,ADP
use,NOUN
of,ADP
land,NOUN
exchange,NOUN
authority,NOUN
and,CONJ
through,ADP
purchase,NOUN
on,ADP
a,DET
moderate,ADJ
scale,NOUN
of,ADP
inholdings,NOUN
which,DET
comprise,VERB
key,ADJ
tracts,NOUN
for,ADP
recognized,VERB
national,ADJ
forest,NOUN
programs,NOUN
such,ADJ
as,ADP
recreation,NOUN
development,NOUN
!,ADJ
or,CONJ
which,DET
are,VERB
a,DET
source,NOUN
of,ADP
damage,NOUN
to,ADP
lands,NOUN
in,ADP
national,ADJ
forests,NOUN
and,CONJ
national,ADJ
grasslands,NOUN
!,ADJ
strategy,NOUN
and,CONJ
tactics,NOUN
of,ADP
the,DET
u.s.,NOUN
military,ADJ
forces,NOUN
are,VERB
now,ADV
undergoing,VERB
one,NUM
of,ADP
the,DET
greatest,ADJ
transitions,NOUN
in,ADP
history,NOUN
!,ADJ
the,DET
change,NOUN
of,ADP
emphasis,NOUN
from,ADP
conventional-type,ADJ
to,ADP
missile-type,ADJ
warfare,NOUN
must,VERB
be,VERB
made,VERB
with,ADP
care,NOUN
!,ADJ
mindful,ADJ
that,ADP
the,DET
one,NUM
type,NOUN
of,ADP
warfare,NOUN
cannot,VERB
be,VERB
safely,ADV
neglected,VERB
in,ADP
favor,NOUN
of,ADP
the,DET
other,ADJ
!,ADJ
our,DET
military,ADJ
forces,NOUN
must,VERB
be,VERB
capable,ADJ
of,ADP
contending,VERB
successfully,ADV
with,ADP
any,DET
contingency,NOUN
which,DET
may,VERB
be,VERB
forced,VERB
upon,ADP
us,PRON
!,ADJ
from,ADP
limited,VERB
emergencies,NOUN
to,ADP
all-out,ADJ
nuclear,ADJ
general,ADJ
war,NOUN
!,ADJ
forces,NOUN
and,CONJ
military,ADJ
personnel,NOUN
strength,NOUN
!,ADJ
!,ADJ
this,DET
budget,NOUN
will,VERB
provide,VERB
in,ADP
the,DET
fiscal,ADJ
year,NOUN
1961,NUM
for,ADP
the,DET
continued,VERB
support,NOUN
of,ADP
our,DET
forces,NOUN
at,ADP
approximately,ADV
the,DET
present,ADJ
level,NOUN
!,ADJ
a,DET
year-end,ADJ
strength,NOUN
of,ADP
"2,489,000",NUM
men,NOUN
and,CONJ
women,NOUN
in,ADP
the,DET
active,ADJ
forces,NOUN
!,ADJ
the,DET
forces,NOUN
to,PRT
be,VERB
supported,VERB
include,VERB
an,DET
army,NOUN
of,ADP
14,NUM
divisions,NOUN
and,CONJ
"870,000",NUM
men,NOUN
!,ADJ
!,ADJ
a,DET
navy,NOUN
of,ADP
817,NUM
active,ADJ
